descriptor	CP_feature	time_budget	ML_model	r2_score(train)	r2_score(test)	MAE(train)	MAE(test)	MSE(train)	MSE(test)	RMSE(train)	RMSE(test)
Mordred descriptors	Cells_AreaShape_Area	60	lgbm	0.3404080587295323	0.1168644979054823	0.317232271726273	0.4380222815238685	0.919689308149535	1.7286942923212372	0.9590043316635932	1.3147981945231129
Mordred descriptors	Cells_AreaShape_Center_X	60	lgbm	0.024417795433786	-0.0028991359509014	0.4182530325323052	0.4300602651695664	0.4450392377635261	0.4450862126306577	0.6671126125052098	0.667147819175524
Mordred descriptors	Cells_AreaShape_Center_Y	60	lgbm	0.027219252326412	-0.0007992840660704	0.4135617964141783	0.4147340248913932	0.3373907700046891	0.3836371368547769	0.5808534841116899	0.6193844822521606
Mordred descriptors	Cells_AreaShape_Compactness	60	xgboost	0.1015099077947386	0.0196361717410661	0.5504985877091068	0.577843656606327	2.1918368014515512	2.067470764552953	1.4804853263209168	1.4378702182578766
Mordred descriptors	Cells_AreaShape_Eccentricity	60	lgbm	0.1164115357516062	-8.318191401501807e-05	0.4710227876781746	0.4864702686602275	0.7963707484435583	1.019751281220642	0.8923960715083624	0.981780449826324
Mordred descriptors	Cells_AreaShape_Extent	60	lgbm	0.0188797718031601	0.0015706197096083	0.4935791381438428	0.5049371243421732	1.028162229262923	1.468172832261824	1.0139833476260462	1.2116818197290178
Mordred descriptors	Cells_AreaShape_FormFactor	60	lgbm	0.0673815068464788	0.0008514929252612	0.5604234223720934	0.6659296842943799	10.166873959068484	19.01203020820654	3.188553584161396	4.360278684695112
Mordred descriptors	Cells_AreaShape_MajorAxisLength	60	lgbm	0.0115977178126621	0.0035355148117095	0.5154128471216064	0.5303349830894641	8.086112447427219	12.727291486726587	2.843609053197577	3.5668908799625414
Mordred descriptors	Cells_AreaShape_MaxFeretDiameter	60	lgbm	0.0210610240683043	0.0076080551031818	0.6692027497963267	0.7131777033986928	92.38326265464976	79.99969085778042	9.611621229254188	8.944254628407021
Mordred descriptors	Cells_AreaShape_MaximumRadius	60	lgbm	0.0185094251936678	0.0038321503155834	0.5295623631906539	0.5245908583867405	6.380053466411437	5.397591080869205	2.52587677181834	2.32327163303588
Mordred descriptors	Cells_AreaShape_MeanRadius	60	xgb_limitdepth	0.1606477130355917	-0.0003183168659577	0.4942367201930556	0.4919770390988355	1.885419593982463	2.9662146809017456	1.3731058203876578	1.71670444922251
